name,sku,brand,confidence,source
"Gwoździarka 13,5mm SDS Max","6PO13,5mk",,1.00,apilo
"Pobijak 13,5mm SDS Plus","6PO13,5p",,1.00,apilo
"WERHE ® 13,5x22x100 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO13,5p",WERHE,0.90,rule
"WERHE ® 13,5x22x65 Professional Nageleintreiber Jack Hammer - Nagler Driver Treiber SDS Plus","6PO13,5p",WERHE,0.90,rule
"WERHE ® 13,5x34x223 Profesjonalny wbijak do gwoździ, młot udarowy, wbijak do słupków SDS Plus","6PO13,5p",WERHE,0.90,rule
"WERHE ® Pobijak do kotew gruntowych SDS Plus, średnica wewnętrzna 13,5 mm – długość 100 mm, grubość 22 mm – wbijak do prętów uziomowych do wiertarek SDS Plus – solidny precyzyjny","6PO13,5p",WERHE,0.90,rule
"WERHE ® Wbijak gwoździ SDS Plus 13,5 mm do młotowiertarek – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa","6PO13,5p",WERHE,0.95,rule
"WERHE® 13,5x22x100 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO13,5p",WERHE,0.90,rule
"WERHE® Professional SDS Plus Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 13,5 mm 100x22 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO13,5p",WERHE,0.90,rule
"Gwoździarka 13,5mm SDS Plus","6PO13,5pk",,1.00,apilo
"WERHE ® 13,5x22x145 Profesjonalny wkrętak do gwoździ Jack Hammer - Wkrętak do gwoździarki SDS Max","6PO13,5x22x145m",WERHE,0.80,review
"WERHE ® 13,5x22x65 Profesjonalny młot udarowy z gwoździarką - gwoździarka SDS Plus","6PO13,5x22x65p",WERHE,0.80,review
"WERHE ® 13,5x30x257 Profesjonalny wbijak do gwoździ ziemnych Wbijak do słupów HEX Dłuto do rozbiórki Młot udarowy","6PO13,5x257h30",WERHE,0.80,review
"WERHE ® 13,5x30x257 Professional Erdnageleintreiber Pfosten Driver Treiber HEX Meißel Bit für Demolition Jackhammer Breaker","6PO13,5x257h30",WERHE,0.80,review
"WERHE ® 13,5x30x257 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder Pfosten Driver Treiber HEX Meißel Bit für Demolition Jackhammer Breaker","6PO13,5x257h30",WERHE,0.80,review
"WERHE® Pobijak do kotew gruntowych HEX28 Ø13,5 mm 22x260 mm – Wytrzymała stal do prętów uziomowych i uziemień – Kompatybilny z młotami pneumatycznymi – Precyzyjne wbijanie dla profesjonalistów.","6PO13,5x260h28",WERHE,0.50,rule_new
"WERHE® Professional HEX28 Ø13,5mm 22x260mm gwoździarka do wbijania gwoździ uziemiających Gwoździarka do wbijania gwoździ uziemiający - Młotek udarowy Gwoździarka do wbijania sztyftów","6PO13,5x260h28",WERHE,0.50,rule_new
"Pobijak 16,5x25x260mm HEX28","6PO16,5h28",,1.00,apilo
"Pobijak 16,5mm HEX30","6PO16,5h30",,1.00,apilo
"WERHE® Professional HEX30 Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 16,5 mm 257x25 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO16,5h30",WERHE,0.90,rule
"Pobijak 16,5mm SDS Max","6PO16,5m",,1.00,apilo
"WERHE pobijak do uziomów SDS Max 16,5 mm, stal hartowana do młotowiertarek","6PO16,5m",WERHE,0.95,rule
"WERHE ® 16,5x25x162 Profesjonalny sterownik kołkowy Jack Hammer Picket Driver Driver SDS Max","6PO16,5m",WERHE,0.80,review
"WERHE® Professional SDS Max Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 16,5 mm 162x25 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO16,5m",WERHE,0.90,rule
"Pobijak 16,5x35x260mm SDS MAX Premium","6PO16,5mP",,1.00,apilo
"WERHE ® 16,5x25x145 Professional Nageleintreiber Jack Hammer - Nagler Driver Treiber SDS Max","6PO16,5mP",WERHE,0.95,rule
"WERHE ® 16,5x25x162 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO16,5mP",WERHE,0.95,rule
"WERHE ® 16,5x35x257 Profesjonalny wzmocniony młot udarowy do wbijania gwoździ w ziemię SDS Max","6PO16,5mP",WERHE,0.95,rule
"WERHE ® 16,5x35x257 Professional verstärkt Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO16,5mP",WERHE,0.95,rule
"WERHE® 16,5x25x162 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO16,5mP",WERHE,0.95,rule
"Pobijak sds plus 16,5mm","6PO16,5p",,1.00,apilo
"WERHE ® 16,5x25x100 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO16,5p",WERHE,0.90,rule
"WERHE ® 16,5x25x65 Professional Nageleintreiber Jack Hammer - Nagler Driver Treiber SDS Plus","6PO16,5p",WERHE,0.90,rule
"WERHE ® 16,5x34x223 Profesjonalny wbijak do gwoździ gruntowych Młot udarowy SDS Plus","6PO16,5p",WERHE,0.90,rule
"WERHE ® Wbijak do kotew gruntowych SDS Plus, średnica wewnętrzna 16,5 mm – długość 100 mm, grubość 25 mm – wkrętak do prętów uziomowych do wiertarek SDS-Plus – solidny i precyzyjny","6PO16,5p",WERHE,0.90,rule
"WERHE ® Wbijak gwoździ SDS Plus 16,5 mm do młotowiertarek WERHE – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa","6PO16,5p",WERHE,0.95,rule
"WERHE® 16,5x25x100 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO16,5p",WERHE,0.90,rule
"WERHE® 16,5x25x100 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO16,5p",WERHE,0.90,rule
"WERHE® Professional SDS Plus Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 16,5 mm 100x25 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO16,5p",WERHE,0.90,rule
"Gwoździarka 16,5mm SDS Plus","6PO16,5pk",,1.00,apilo
"WERHE ® 16,5x35x257 Profesjonalny wbijak do gwoździ, wbijak do słupów, dłutownica HEX do wyburzania, młot wyburzeniowy.","6PO16,5x257h30",WERHE,0.80,review
"WERHE ® 16,5x35x257 Professional Erdnageleintreiber Pfosten Driver Treiber HEX Meißel Bit für Demolition Jackhammer Breaker","6PO16,5x257h30",WERHE,0.80,review
"WERHE ® 16,5x35x257 Professional Erdnageleintreiber Pfosten Driver Treiber zum Einstecken von Tiefenerder Erder Erdung Staberder HEX Meißel Bit für Demolition Jackhammer Breaker","6PO16,5x257h30",WERHE,0.80,review
"WERHE ® 16,5x25x145 Profesjonalny wkrętak do gwoździ Jack Hammer - Wkrętak do gwoździ SDS Max","6PO16,5x25x145m",WERHE,0.80,review
"WERHE ® 16,5x25x65 Profesjonalny młot udarowy z gwoździarką - gwoździarka SDS Plus","6PO16,5x25x65p",WERHE,0.80,review
"WERHE pobijak do uziomów HEX28 Ø 16,5 mm, 25x260 mm","6PO16,5x260h28",WERHE,0.50,rule_new
"WERHE® Professional HEX28 Ø16,5mm 25x260mm gwoździarka do wbijania gwoździ uziemiających Gwoździarka do wbijania gwoździ uziemiających - Młotek udarowy Gwoździarka do wbijania sztyftów","6PO16,5x260h28",WERHE,0.50,rule_new
"WERHE® Wbijak do kotew gruntowych WERHE HEX28 Ø16,5 mm 25 x 260 mm – solidny wkrętak do prętów uziomowych i uziemień – kompatybilny z młotami wyburzeniowymi HEX28","6PO16,5x260h28",WERHE,0.50,rule_new
"Pobijak 20,2x28x260mm HEX28","6PO20,2h28",,1.00,apilo
"WERHE® Profesjonalny wbijak do kotew gruntowych HEX28 20,2 mm – solidna stal do prętów uziomowych - kompatybilny z młotami wyburzeniowymi HEX28","6PO20,2h28",WERHE,0.90,rule
"Pobijak 20,2mm HEX30","6PO20,2h30",,1.00,apilo
"WERHE® 20,2x35x257 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber Hex 30mm","6PO20,2h30",WERHE,0.90,rule
"WERHE® Professional HEX30 Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 20,2 mm 257x35 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO20,2h30",WERHE,0.90,rule
"Pobijak 20,2mm SDS Max","6PO20,2m",,1.00,apilo
"WERHE pobijak do uziomów SDS Max 20,2 mm","6PO20,2m",WERHE,0.95,rule
"WERHE pobijak do uziomów SDS Max, średnica wewnętrzna 20,2 mm, 257 mm, stal","6PO20,2m",WERHE,0.90,rule
"WERHE ® 20,2x25x162 Professional Peg Driver Jack Hammer Picket Post Driver SDS Max","6PO20,2m",WERHE,0.80,review
"WERHE ® Profesjonalny wbijak do gwoździ uziemiających SDS Max–stal zbrojeniowa do słupków i prętów uziemiających – średnica wewnętrzna 20,2 mm, długość 257 mm – kompatybilna ze młotowiertarkami","6PO20,2m",WERHE,0.90,rule
"WERHE® Profesjonalny gwoździowkrętak SDS Max Ø20,2mm 165x30mm do wbijania głębokich uziomów Uziom prętowy Uziom prętowy Uziom prętowy - Młot udarowo-obrotowy Młot udarowo-obrotowy Gwoździowkrętak","6PO20,2m",WERHE,0.90,rule
"WERHE® Professional SDS Max Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 20,2 mm 162x28 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO20,2m",WERHE,0.90,rule
"Pobijak 20,2x35x260mm SDS MAX Premium","6PO20,2mP",,1.00,apilo
"WERHE ® 20,2x25x162 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO20,2mP",WERHE,0.95,rule
"WERHE ® 20,2x28x145 Professional Nageleintreiber Jack Hammer - Nagler Driver Treiber SDS Max","6PO20,2mP",WERHE,0.95,rule
"WERHE ® 20,2x35x257 Professional verstärkt Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO20,2mP",WERHE,0.95,rule
WERHE ® 20.2x35x257 Profesjonalny wzmocniony młot do wbijania gwoździ w ziemię młot udarowy do wbijania pali SDS Max,"6PO20,2mP",WERHE,0.95,rule
"WERHE® 20,2x28x162 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO20,2mP",WERHE,0.95,rule
"WERHE pobijak do uziomów SDS Plus Ø 20,2 mm ze stali do prętów","6PO20,2p",WERHE,0.50,rule_new
"WERHE ® 20,2x28x100 Professional Erdnageleintreiber Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO20,2p",WERHE,0.80,review
"WERHE ® 20,2x28x65 Professional Nageleintreiber Jack Hammer - Nagler Driver Treiber SDS Plus","6PO20,2p",WERHE,0.80,review
WERHE ® 20.2x28x100 Professional Peg Driver Jack Hammer Picket Post Driver Driver SDS Plus,"6PO20,2p",WERHE,0.80,review
"WERHE ® Wbijak gwoździ SDS Plus 20,2 mm do młotowiertarek – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa","6PO20,2p",WERHE,0.50,rule_new
"WERHE® 20,2x28x100 Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO20,2p",WERHE,0.80,review
"WERHE® 20,2x28x100 Professional Peg Driver Jack Hammer Picket Driver Post Driver SDS Plus","6PO20,2p",WERHE,0.80,review
"Gwoździarka 20,2mm SDS Plus","6PO20,2pk",,1.00,apilo
"WERHE® Professional SDS Plus Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 20,2 mm 100x25 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO20,2x100p",WERHE,0.50,rule_new
"WERHE ® 20,2x35x257 Professional Erdnageleintreiber Pfosten Driver Treiber HEX Meißel Bit für Demolition Jackhammer Breaker","6PO20,2x257h30",WERHE,0.80,review
"WERHE ® 20.2x35x257 Profesjonalny wbijak do gwoździ, wbijak do słupów, przecinak HEX do młotów wyburzeniowych.","6PO20,2x257h30",WERHE,0.80,review
"WERHE® Professional HEX28 Ø20,2mm 28x260mm wbijak do gwoździ uziemiających - wbijak młotkowy do gwoździ wbijak do gwoździ","6PO20,2x260h28",WERHE,0.50,rule_new
WERHE ® 20.2x28x145 Profesjonalny wkrętak do gwoździ Jack Hammer - Wkrętak do gwoździarki SDS Max,"6PO20,2x28x145m",WERHE,0.80,review
"WERHE ® 20,2x28x65 Profesjonalny młot udarowy z gwoździarką - gwoździarka SDS Plus","6PO20,2x28x65p",WERHE,0.80,review
"Pobijak 25,5x35x260mm HEX28","6PO25,5h28",,1.00,apilo
"Pobijak 25,5mm HEX30","6PO25,5h30",,1.00,apilo
"WERHE® 25,5x35x260 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber Hex 30mm","6PO25,5h30",WERHE,0.90,rule
"WERHE® Professional HEX30 Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 25,5 mm 257x35 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO25,5h30",WERHE,0.90,rule
"Pobijak 25,5mm SDS Max","6PO25,5m",,1.00,apilo
"WERHE® 25,5x35,5x160 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO25,5m",WERHE,0.90,rule
"WERHE® Profesjonalny wkrętak do gwoździ 25,5 x 35,5 x 160 mm do wbijania prętów do gruntów głębinowych - Jack Hammer Picket Post Driver Driver SDS Max","6PO25,5m",WERHE,0.80,rule
"WERHE® Professional SDS Max Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 25,5 mm 162x35,5 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO25,5m",WERHE,0.90,rule
"Pobijak do uziomów 25,5mm SDS Plus","6PO25,5p",,1.00,apilo
"WERHE pobijak do uziomów SDS Plus, Ø 25,5 mm, do prętów uziemiających, stal","6PO25,5p",WERHE,0.95,rule
"WERHE® 25,5x35,5x100 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO25,5p",WERHE,0.90,rule
"WERHE® Profesjonalny wkrętak do gwoździ 25,5 x 35,5 x 100 mm do wbijania prętów do gruntów głębinowych - Jack Hammer Picket Post Driver Driver SDS Plus","6PO25,5p",WERHE,0.80,rule
"WERHE® Professional SDS Plus Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 25,5 mm 100x35,5 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO25,5p",WERHE,0.90,rule
"WERHE® Professional HEX28 Ø25,5mm 35x260mm gwoździarka do wbijania gwoździ uziemiających uziomy prętowe uziomy prętowe - młotek podnośnikowy wbijak gwoździarka do gwoździ uziemiających","6PO25,5x260h28",WERHE,0.50,rule_new
"WERHE® 25,5x35x260 mm profesjonalny wkrętak do gwoździ szlifowanych do wbijania prętów do głębokiego uziemienia - młotek pneumatyczny wkrętarka słupkowa sześciokątna 30 mm","6PO25,5x260h30",WERHE,0.80,review
"Pobijak 32,5mm HEX30","6PO32,5h30",,1.00,apilo
"WERHE pobijak do uziomów HEX30 Ø wewnętrzna 32,5 mm","6PO32,5h30",WERHE,0.95,rule
"WERHE® 32,5x42x260 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber Hex 30mm","6PO32,5h30",WERHE,0.90,rule
"WERHE® 32,5x42x260 mm profesjonalny wkrętak do gwoździ szlifowanych do wbijania prętów do głębokiego uziemienia - młotek pneumatyczny wkrętarka słupkowa sześciokątna 30 mm","6PO32,5h30",WERHE,0.80,review
"WERHE® Professional HEX30 Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 32,5 mm 257x42 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO32,5h30",WERHE,0.90,rule
"Pobijak 32,5 SDS Max","6PO32,5m",,1.00,apilo
"WERHE pobijak do uziomów SDS Max Ø 32,5 mm, do prętów uziemiających","6PO32,5m",WERHE,0.95,rule
"WERHE® 32,5 x 45 x 160 mm profesjonalny wkrętak do gwoździ szlifowanych do wbijania prętów do głębokiego uziemienia, prętów uziemiających - Jack Hammer Picket Post Driver Driver SDS Max","6PO32,5m",WERHE,0.80,rule
"WERHE® 32,5x45x160 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Max","6PO32,5m",WERHE,0.90,rule
"WERHE® Professional SDS Max Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 32,5 mm 162x45 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO32,5m",WERHE,0.90,rule
"Pobijak do uziomów 32,5mm SDS Plus","6PO32,5p",,1.00,apilo
"WERHE pobijak do uziomów SDS Plus, 32,5 mm, do prętów uziemiających, stal","6PO32,5p",WERHE,0.95,rule
"WERHE® 32,5x45x100 mm Professional Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder - Jack Hammer Picket Pfosten Driver Treiber SDS Plus","6PO32,5p",WERHE,0.90,rule
"WERHE® Profesjonalny wkrętak do gwoździ 32,5 x 45 x 100 mm do wbijania prętów do gruntów głębinowych - Jack Hammer Picket Post Driver Driver SDS Plus","6PO32,5p",WERHE,0.80,rule
"WERHE® Professional SDS Plus Erdnageleintreiber zum Einstecken von Tiefenerder Erder Erdung Staberder – Innen durchmesser Ø 32,5 mm 100x45 mm – Jack Hammer Picket Pfosten Driver Treiber","6PO32,5p",WERHE,0.90,rule
"WERHE® Profesjonalny wbijak do gwoździ uziemiających HEX28 Ø32,5mm 45x260mm do wbijania elektrod uziemiających Elektrody uziemiające - wbijak młotkowy wbijak sztyftowy wbijak sztyftowy","6PO32,5x260h28",WERHE,0.50,rule_new
Pobijak 50mm hex30,6PO50x220h30,,1.00,apilo
WERHE ® 65 A 50 x 70 x 220 Jack Hammer Star Picket Post Driver Bit do rozbiórki młota pneumatycznego,6PO50x220h30,WERHE,0.80,review
WERHE ® 65 A 50x70x220 Jack Hammer Star Picket Pfosten Driver Treiber Meißel Bit für Demolition Jackhammer Breaker,6PO50x220h30,WERHE,0.80,review
Wbijak do pali 50x70x220mm HEX30,6PO50x220h30,,1.00,apilo
Pobijak SDS Max 50x70x220 mm,6PO50x220m,,1.00,apilo
WERHE pobijak do słupków SDS Max 50 mm do Star Pickets i słupków,6PO50x220m,WERHE,0.80,review
WERHE® SDS Max 50 mm – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,6PO50x220m,WERHE,0.90,rule
Werhe SDS Max 50 mm – Wytrzymały wkrętak ze stali chromowo-wanadowej do pali i słupków – Kompatybilny z młotami wyburzeniowymi dla profesjonalistów i majsterkowiczów,6PO50x220m,WERHE,0.90,review
WERHE® 50x70x210 Jack Hammer Star Picket Pfosten Driver Treiber Meißel Bit für Demolition SDS Max hammer Breaker,6PO50x70m,WERHE,0.50,rule_new
WERHE® 55x70x220 Młot udarowy gwiazdkowy do wbijania słupków z dłutem do wyburzeń Młot udarowy SDS Max,6PO55x200m,WERHE,0.80,review
WERHE® 55x75x210 Jack Hammer Star Picket Pfosten Driver Treiber Meißel Bit für Demolition SDS Max hammer Breaker,6PO55x200m,WERHE,0.95,rule
WERHE® 55x75x210 Jack Hammer Star Picket Post Driver Driver Dłuto do wyburzeń SDS Max młot udarowy,6PO55x200m,WERHE,0.95,rule
WERHE® SDS Max 55 mm wbijak do słupków – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,6PO55x200m,WERHE,0.90,rule
Wbijak do pali 55x75x220mm SDS Max,6PO55x200m,,1.00,apilo
"WERHE pobijak do uziomów HEX28, Ø 55 mm, długość 260 mm",6PO55x260h28,WERHE,0.50,rule_new
WERHE® Professional HEX28 Ø55mm 70x260mm gwoździarka do wbijania gwoździ uziemiających - wbijak młotkowy do gwoździ wbijakowych,6PO55x260h28,WERHE,0.50,rule_new
Wbijak do pali 55x70x260mm HEX28,6PO55x260h28,,1.00,apilo
"WERHE pobijak do pali HEX30, Ø 65 mm, do pali i rur, budowa ogrodzeń",6PO65x235h30,WERHE,0.90,rule
WERHE ® 65 A 65x80x235mm Młot udarowy gwiazdkowy do młotów wyburzeniowych Dłuto do młotów wyburzeniowych,6PO65x235h30,WERHE,0.80,review
Wbijak do pali 65x80x235 HEX30,6PO65x235h30,,1.00,apilo
WERHE® 65x85x210 Młot udarowy z głowicą gwiazdową do młotów wyburzeniowych SDS Max Młotowiertarka,6PO65x235m,WERHE,0.80,review
WERHE® SDS Max 65 mm wbijak do słupków – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,6PO65x235m,WERHE,0.80,review
Wbijak do pali 65x85x220 Max,6PO65x235m,,1.00,apilo
"WERHE pobijak do słupków HEX30, Ø 70 mm, do młota wyburzeniowego, pale",6PO70h30,WERHE,0.50,rule_new
WERHE ® 66 A 85x105x234 Jack Hammer Star Picket Pfosten Driver Treiber Meißel Bit für Demolition Jackhammer Breaker,6PO85x234h30,WERHE,0.80,review
WERHE® 66 A 85x105x234 Jack młotek gwiazda picket post driver dłuto do rozbiórki jackhammer wyłącznik automatyczny,6PO85x234h30,WERHE,0.80,review
Wbijak do pali 85x105x234 mm HEX30,6PO85x234h30,,1.00,apilo
"WERHE pobijak do słupków SDS Max, Ø 85 mm, do Star Pickets",6PO85x234m,WERHE,0.90,rule
WERHE® 85x105x234 Jack Hammer Star Picket Pfosten Driver Treiber Meißel Bit für Demolition SDS Max hammer Breaker,6PO85x234m,WERHE,0.95,rule
WERHE® 85x105x234 Jack Hammer Star Picket Post Driver Bit dłuta do rozbiórki SDS Max hammer Breaker,6PO85x234m,WERHE,0.95,rule
WERHE® SDS Max 85 mm – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,6PO85x234m,WERHE,0.80,review
Wbijak do pali 85x105x234mm SDS Max,6PO85x234m,,1.00,apilo
"WERHE pobijak do uziomów HEX28, 85 mm, do słupków i prętów uziemiających",6PO85x260h28,WERHE,0.80,review
WERHE® Professional HEX28 Ø85mm 100x260mm wbijak do gwoździ uziemiających Elektrody uziemiające - Młotek udarowy Wbijak do gwoździ uziemiających,6PO85x260h28,WERHE,0.50,rule_new
Wbijak do pali 85x100x260mm HEX28,6PO85x260h28,,1.00,apilo
"WERHE® młot do palowania HEX30 Ø95mm – Solidny zbijak do budowy ogrodzeń i instalacji solarnych – Łącznik HEX30, 110x250mm",6PO95x250h30,WERHE,0.80,review
"WERHE pobijak do uziomów HEX30, do prętów uziemiających",6POh30,WERHE,0.50,rule_new
WERHE pobijak do uziomów do uziomów głębinowych SDS Max,6POm,WERHE,0.50,rule_new
Młotek Gumowy SDS MAX,6POmg,,1.00,apilo
WERHE Alésage professionnel approprié pour la perceuse marteau perforateur SDS max,6POmg,WERHE,0.90,rule
"WERHE® Młotek gumowy SDS Max do młota udarowego o średnicy ⌀36 mm – gumowy bijak idealny do prac przy blachach, kostce brukowej, palach",6POmg,WERHE,0.70,rule
Młotek Gumowy SDS PLUS,6POpg,,1.00,apilo
WERHE Professional SDS Plus Adaptateur pour M14 interne,6POpg,WERHE,0.90,rule
WERHE ® SDS Plus Lot de 5 forets à béton 6/8/10/12/14 x 210 mm,6POpg,WERHE,0.70,rule
"WERHE® Gumowy młotek SDS Plus do młotowiertarki o średnicy ⌀ 36 mm - gumowy młotek idealny do obróbki blachy, kostki brukowej, pali",6POpg,WERHE,0.70,rule
"WERHE® SDS Plus Gummihammer für bohrhammer mit ⌀ 36mm durchmesser – Gummi Fäustel ideal für Arbeiten an Blechen, Pflastersteine, Pfähle",6POpg,WERHE,0.70,rule
WERKON Profi Adaptateur pour perceuse de Sol adapté à la perceuse SDS Plus perceuse sans Fil Tournevis Tournevis sans Fil,6POpg,WERKON,0.90,rule
WERHE Ubijak podłogowy ze stali Ø250 mm HEX30 – okrągła płyta ubijająca do zagęszczania podłoża – przygotowanie powierzchni – ubijak do betonu – narzędzie do młotów wyburzeniowych,6U250h30,WERHE,0.50,rule_new
Ubijaczka Czarna Hex 250x200mm HEX30,"6U6,6h30",,1.00,apilo
"WERHE płyta ubijająca do młotów elektrycznych, 30 mm sześciokąt, 26 cm","6U6,6h30",WERHE,0.80,review
Ubijaczka Srebrna Hex 150x150mm HEX30,"6U8,6h30",,1.00,apilo
"WERHE płyta ubijająca HEX30 do młota wyburzeniowego, 150x150 mm","6U8,6h30",WERHE,0.80,review
Ubijaczka okrągła 250mm HEX30,"6U9,9h30",,1.00,apilo
WERHE ® Jack Hammer Compactor Anti Shock Hex Spline Rammer Tamping Shaft Plate Tamper Packer Beton Landscaper Builder Narzędzia do robót ziemnych do rozbiórki młota pneumatycznego,6Uh30,WERHE,0.80,review
WERHE ® Jack Hammer Verdichter Anti Schock Hex Spline Stampferplatte Tampingwelle Shaft Platte Tamper,6Uh30,WERHE,0.80,review
WERHE ® Jack Hammer Verdichter Anti Schock Hex Spline Stampferplatte Tampingwelle Shaft Platte Tamper Packer Beton Landschaftsbauer Bauherr Grundlegung Werkzeuge für Demolition Jackhammer Breaker,6Uh30,WERHE,0.80,review
"WERHE ® Professional – 5 x Wood & Metal Jigsaw Blades – 200mm S1022VFN Extra Durable - Quick Palette and Plastic Nail Foxtail Saw Leaf Cutting - Compatible with Bosch, Makita Jigsaws",7NS1022VFN,WERHE,0.70,agent
WERHE ® Profi – 5 x Holz & Metal Stichsägeblätt – C 200mm S1022VFN Extra Robust – Schnelle Palette und Kunststoff Nagelschneiden Fuchsschwanz,7NS1022VFN,WERHE,0.70,agent
"WERHE ® Profesjonalny brzeszczot do piły szablastej do kamienia - C 305 mm S1243HM najmocniejszy brzeszczot do lisa – idealny do nacinania na ścianie w cegle, gazobetonie, drewnie – kompatybilny z",7NS1243HM,WERHE,0.80,agent
"WERHE ® Profi - 1 x Stein Säbelsägeblatt - C 305 mm S1243HM Stärkste Fuchsschwanz Sägeblatter - Perfekt um Wand Einschneiden in Ziegelstein, Gasbeton, Holz - Kompatibel mit Dewalt, Bosch Sägen",7NS1243HM,WERHE,0.80,agent
Brzeszczot do piły szablastej S1531L Do drewna i Gałęzi,7NS1531L,,1.00,apilo
"WERHE ® Profesjonalna – 5 x brzeszczoty do piły szablastej do drewna i gałęzi – C 240 mm S1531L bardzo długie – wysokiej jakości stal HCS – szybkie cięcie grubych warstw – kompatybilne z Bosch, Makita lisi ogon",7NS1531L,WERHE,0.85,agent
