name,lines,units,lines_WRO5,lines_XPO1,first_month,last_month,family,shank,L_est,fkey,skus,fc_dominant,purity,fc_last
WERHE SDS Max wiertło do betonu 32 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,6,47.0,0,6,2024-12,2026-03,drill_bit,sds_max,600.0,drill_bit|d32|l600|sds_max,,XPO1,1.0,XPO1
WERKON SDS Max wiertło do betonu 32 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,5,47.0,0,5,2024-09,2025-12,drill_bit,sds_max,600.0,drill_bit|d32|l600|sds_max,,XPO1,1.0,XPO1
WERKON Wiertło udarowe SDS Plus 16 x 600 mm Quadro X głowica krzyżowa beton kamień murarz,6,47.0,0,6,2024-07,2026-02,drill_bit,sds_plus,600.0,drill_bit|d16|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE pobijak do uziomów SDS Max Ø 13,5 mm, długość 165 mm",1,47.0,1,0,2026-06,2026-06,driver_rod,sds_max,165.0,driver_rod|d13.5|l165|sds_max,,WRO5,1.0,WRO5
WERHE ® Professional HEX28 dłuto płaskie 35 x 400 mm uchwyt sześciokątny 28 mm do młota wyburzeniowego dłuto płaskie płaskie,11,47.0,11,0,2024-12,2026-05,chisel_flat,hex28,400.0,chisel_flat|d35|l400|hex28,,WRO5,1.0,WRO5
WERHE ® przedłużenie wiercenia 300 mm SDS Max do SDS Max Shank do adaptera nagrywanie,2,46.0,2,0,2024-06,2024-08,adapter,sds_max,300.0,adapter|sds_max,,WRO5,1.0,WRO5
Wiertło do betonu 32x600mm Sds plus,6,46.0,0,6,2026-07,2026-08,drill_bit,sds_plus,600.0,drill_bit|d32|l600|sds_plus,2WB32x600p,XPO1,1.0,XPO1
WERHE profesjonalne sześciokątne dłuto sześciokątne 35 x 410 mm gniazdo sześciokątne 30 mm do szerokości młota rozbiórkowego,6,46.0,0,6,2024-09,2026-04,chisel_flat,hex,410.0,chisel_flat|d35|l410|hex,,XPO1,1.0,XPO1
Dłuto do betonu 20/25x600 SDS Plus,3,45.0,0,3,2026-07,2026-08,chisel_flat,sds_plus,600.0,chisel_flat|d25|l600|sds_plus,3DB25x600p,XPO1,1.0,XPO1
"WERHE świder ziemny ⌀120 mm, 80 cm długości – do precyzyjnego kopania pod słupki ogrodzeniowe, sadzenie drzew, fundamenty i przepusty – solidny z ostrzami z węglika spiekanego",2,45.0,0,2,2026-05,2026-05,auger,,800.0,auger|d120,,XPO1,1.0,XPO1
"WERHE świder ziemny 120 mm, ostrza z węglika, stal hartowana, uchwyt 20 mm",2,45.0,0,2,2026-06,2026-06,auger,shank20,800.0,auger|d120|shank20,,XPO1,1.0,XPO1
WERHE® Profesjonalny adapter SDS Plus do M14 do szczotki drucianej płyty trzymającej tarczę,7,45.0,7,0,2024-07,2026-04,adapter,sds_plus,150.0,adapter|sds_plus|m14,,WRO5,1.0,WRO5
"WERHE świder ziemny Ø 120 mm, podwójna spirala",2,45.0,0,2,2026-06,2026-06,auger,,800.0,auger|d120|dbl,,XPO1,1.0,XPO1
WERHE® Dłuto SDS Plus 50 x 150 mm - Dłuto płaskie do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,5,45.0,5,0,2025-02,2025-11,chisel_flat,sds_plus,150.0,chisel_flat|d50|l150|sds_plus,,WRO5,1.0,WRO5
WERHE świder ziemny podwójna spirala Ø120mm 80cm – świder do słupków z adapterem SDS Plus – solidny i precyzyjny,3,45.0,0,3,2026-05,2026-05,auger,sds_plus,800.0,auger|d120|sds_plus|dbl,,XPO1,1.0,XPO1
"WERHE Sznur murarski na szpuli Ø1,8 mm długość 150 m z uchwytem – sznur brukarski czerwony – sznur budowlany z plecionego polipropylenu – odporny na węzły, zerwanie i obciążenia",5,45.0,5,0,2025-04,2025-11,string,,1.8,string|d1.8,,WRO5,1.0,WRO5
WERHE Profesjonalne wiertło SDS Plus do betonu 18 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,4,45.0,0,4,2024-07,2025-02,drill_bit,sds_plus,460.0,drill_bit|d18|l460|sds_plus,,XPO1,1.0,XPO1
Wiertło SDS Plus 32mm Ø - Bardzo długie 32x600 mm - Idealne do szybkiego wiercenia w betonie - Wysokiej jakości końcówka z węglików spiekanych - Bez odprysków w stali zbrojeniowej 32x600mm,6,45.0,0,6,2024-09,2026-03,drill_bit,sds_plus,600.0,drill_bit|d32|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE ® Professional - 5 x drewniane ostrza do wyrzynarki - C 132 mm T344D długi - szybkie cięcie grube warstwy - kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",3,44.0,3,0,2025-01,2026-03,other,,132.0,other,,WRO5,1.0,WRO5
Świder do gleby 80D,2,44.0,0,2,2026-07,2026-08,auger,,800.0,auger,1WG80d,XPO1,1.0,XPO1
"WERHE ® 16,5x35x257 Profesjonalny wbijak do gwoździ, wbijak do słupów, dłutownica HEX do wyburzania, młot wyburzeniowy.",6,44.0,6,0,2024-06,2026-03,driver_rod,hex,35.0,driver_rod|d16.5|l35|hex,,WRO5,1.0,WRO5
"Werhe® Zestaw wierteł do betonu 5szt 6, 8, 10, 12, 14 x 210 Młotowiertarka Wiertło do kamienia Wiertło do betonu",5,43.0,5,0,2025-02,2026-04,set_drill,,210.0,set_drill|n5,,WRO5,1.0,WRO5
WERKON 10 x profesjonalny brzeszczot do wyrzynarki 180 mm trzonek T T744D ekstra długi brzeszczoty do drewna,6,43.0,6,0,2024-09,2025-12,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180|n10,,WRO5,1.0,WRO5
WERHE® Dłuto SDS Plus 40 x 150 - Dłuto płaskie do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,7,43.0,7,0,2025-02,2025-12,chisel_flat,sds_plus,150.0,chisel_flat|d40|l150|sds_plus,,WRO5,1.0,WRO5
"WERHE® Groszkownik SDS Plus 12 zębów dł. 150 mm, okrąg ⌀35 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",9,42.0,9,0,2025-03,2026-05,chisel_bush,sds_plus,150.0,chisel_bush|d35|sds_plus,,WRO5,1.0,WRO5
"WERHE Świder glebowy do wiertarki 80 mm Ø, 300 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",6,42.0,6,0,2024-12,2026-04,auger,,300.0,auger|d80,,WRO5,1.0,WRO5
WERHE SDS Max wiertło do betonu 25 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,4,42.0,0,4,2024-10,2025-06,drill_bit,sds_max,600.0,drill_bit|d25|l600|sds_max,,XPO1,1.0,XPO1
"WERHE ® 10,5x14x160 Profesjonalny wbijak do gwoździ młot pneumatyczny SDS Plus",8,42.0,8,0,2024-08,2026-04,driver_rod,sds_plus,14.0,driver_rod|d10.5|l14|sds_plus,,WRO5,1.0,WRO5
Świder do Gleby 150H SDS MAX,2,42.0,0,2,2026-08,2026-08,auger,sds_max,800.0,auger|sds_max,,XPO1,1.0,XPO1
"WERHE świder ziemny 150 mm, podwójna spirala, adapter SDS Max",1,42.0,0,1,2026-06,2026-06,auger,sds_max,800.0,auger|d150|sds_max|dbl,,XPO1,1.0,XPO1
Nożyki T544D,2,40.0,2,0,2026-07,2026-08,blade_jigsaw,,150.0,blade_jigsaw|T544D,7NT544D,WRO5,1.0,WRO5
"WERHE świder ziemny 100 mm, 80 cm, do wiertarki, z ostrzy z węglika",2,40.0,0,2,2026-06,2026-06,auger,,800.0,auger|d100|l800,,XPO1,1.0,XPO1
Nożyki T1044D,3,40.0,3,0,2026-07,2026-08,blade_jigsaw,,150.0,blade_jigsaw|T1044D,7NT1044D,WRO5,1.0,WRO5
WERHE bolce szybkozłączne WERHE do świdrów ziemnych – zestaw 5 bolców blokujących ze stali sprężynowej z zawleczką – uniwersalne do stabilnego mocowania wiertła,2,40.0,2,0,2026-03,2026-05,spring,,150.0,spring,,WRO5,1.0,WRO5
"WERHE przedłużka świdra ziemnego 20 cm, uchwyt 20 mm",4,40.0,4,0,2026-06,2026-06,extension,shank20,200.0,extension|l200|shank20,,WRO5,1.0,WRO5
"WERHE Profesjonalny brzeszczot do wyrzynarki do drewna, C 250 mm, T1044D Jumbo podłużny, szybkie cięcie grubych warstw, kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",2,40.0,2,0,2025-12,2025-12,blade_jigsaw,,250.0,blade_jigsaw|T1044D|l250,,WRO5,1.0,WRO5
"WERHE® Adapter redukcyjny 1/2"" BSPP do 1/2"" BSPP do wiertła rdzeniowego do otwornic do betonu. - Z otworem na płyn do wiercenia na mokro.",4,40.0,4,0,2026-02,2026-05,adapter,,150.0,adapter,,WRO5,1.0,WRO5
"Pobijak do uziomów 25,5mm SDS Plus",2,40.0,2,0,2026-07,2026-07,driver_rod,sds_plus,150.0,driver_rod|d25.5|sds_plus,"6PO25,5p",WRO5,1.0,WRO5
"WERHE Profesjonalne - 2 x drewniane dwustronne ostrza do wyrzynarki - C 116 mm T344CB - różne kształty, szybkie, ciasne cięcie, czyste warstwy - dla ambitnych artystów, projektantów, inżynierów",2,40.0,2,0,2026-03,2026-04,other,,116.0,other,,WRO5,1.0,WRO5
"Pobijak 13,5x35x260mm SDS MAX Premium",3,40.0,3,0,2026-07,2026-08,driver_rod,sds_max,35.0,driver_rod|d13.5|l35|sds_max,"6PO13,5mP",WRO5,1.0,WRO5
"Pobijak sds plus 16,5mm",2,40.0,2,0,2026-07,2026-08,driver_rod,sds_plus,150.0,driver_rod|d16.5|sds_plus,"6PO16,5p",WRO5,1.0,WRO5
Przedłużka 1000mm SDS Max do SDS Max,4,40.0,0,4,2026-08,2026-08,extension,sds_max,1000.0,extension|l1000|sds_max,5PR1000m-m,XPO1,1.0,XPO1
Świder do Gleby 100H SDS Max,2,40.0,0,2,2026-07,2026-08,auger,sds_max,800.0,auger|sds_max,,XPO1,1.0,XPO1
"WERHE ® Profesjonalne - 2 x drewniane ostrza do wyrzynarki - C 250 mm T1044D Jumbo Long - Szybkie cięcie grubych warstw - kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",2,40.0,2,0,2024-06,2024-07,other,,250.0,other,,WRO5,1.0,WRO5
"WERHE adapter do Stihl świder ziemny BT 106/120/121/130/131, stal, Ø 20 mm",1,40.0,1,0,2026-06,2026-06,adapter,,150.0,adapter|d20,,WRO5,1.0,WRO5
WERHE adapter na SDS Plus M14 gwint wewnętrzny,2,40.0,2,0,2026-06,2026-06,adapter,sds_plus,150.0,adapter|sds_plus|m14,,WRO5,1.0,WRO5
"WERHE adapter do świdra ziemnego Hex, stal hartowana",2,40.0,2,0,2026-06,2026-06,adapter,hex,150.0,adapter|hex,,WRO5,1.0,WRO5
"WERHE pobijak do uziomów SDS Max Ø 32,5 mm, do prętów uziemiających",1,40.0,1,0,2026-06,2026-06,driver_rod,sds_max,150.0,driver_rod|d32.5|sds_max,,WRO5,1.0,WRO5
"WERHE ® Wbijak gwoździ SDS Plus 16,5 mm do młotowiertarek WERHE – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa",2,40.0,2,0,2026-03,2026-03,driver_rod,sds_plus,150.0,driver_rod|d16.5|sds_plus,,WRO5,1.0,WRO5
WERHE uchwyt do ślimaka dobrze nawiercana konstrukcja 70 cm bardzo długi uchwyt,4,40.0,0,4,2024-06,2024-09,auger,,700.0,auger|l700,,XPO1,1.0,XPO1
Świder do Gleby 100D SDS MAX,2,40.0,0,2,2026-07,2026-07,auger,sds_max,800.0,auger|sds_max,1ZWG100dm,XPO1,1.0,XPO1
Młotek Gumowy SDS PLUS,2,40.0,2,0,2026-07,2026-08,other,sds_plus,150.0,other|sds_plus,6POpg,WRO5,1.0,WRO5
"WERHE dłuto łopatowe 110 mm x 410 mm, SDS Max uchwyt, stal stopowa",3,39.0,0,3,2026-06,2026-06,chisel_flat,sds_max,410.0,chisel_flat|d110|l410|sds_max,,XPO1,1.0,XPO1
"WERHE® 25,5x35x260 mm profesjonalny wkrętak do gwoździ szlifowanych do wbijania prętów do głębokiego uziemienia - młotek pneumatyczny wkrętarka słupkowa sześciokątna 30 mm",6,39.0,6,0,2024-07,2026-02,driver_rod,hex,35.0,driver_rod|d25.5|l35|hex,,WRO5,1.0,WRO5
"WERHE szpicak SDS Hex do młota wyburzeniowego, Ø 30 mm, długość 410 mm",3,39.0,0,3,2026-06,2026-06,chisel_point,hex30,410.0,chisel_point|d30|l410|hex30,,XPO1,1.0,XPO1
Szypa HEX30 135x410mm,3,39.0,0,3,2026-08,2026-08,other,hex30,410.0,other|hex30,3S135h30,XPO1,1.0,XPO1
Świder Ogrodowy 100X600,2,39.0,0,2,2026-07,2026-07,auger,,600.0,auger|d100|l600,1Wo100x600,XPO1,1.0,XPO1
"WERHE świder ziemny 100 mm Ø, 600 mm długości do wiertarki i wkrętarki akumulatorowej – świder ogrodowy do łatwego sadzenia kwiatów, krzewów i wykonywania otworów pod słupki ogrodzeniowe",2,38.0,0,2,2026-05,2026-05,auger,,600.0,auger|d100|l600,,XPO1,1.0,XPO1
WERHE® Dłuto SDS Plus 30 x 250 mm - Dłuto płaskie do kucia betonu - Dłuto do usuwania płytek - Akcesoria do młotowiertarek i młotów wyburzeniowych,6,37.0,6,0,2025-02,2025-11,chisel_flat,sds_plus,250.0,chisel_flat|d30|l250|sds_plus,,WRO5,1.0,WRO5
WERHE Profi SDS Plus wiertarka do betonu 18 x 600 mm wiertło młotkowe wiertło do betonu,1,37.0,0,1,2024-06,2024-06,drill_bit,sds_plus,600.0,drill_bit|d18|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Adapter 1 1/4” UNC do wiertła ziemnego do wiertarki. Do połączenia wiertła rdzeniowego z wiertłem do studni, wiertła rdzeniowego z wiertłem do pali.",5,37.0,5,0,2024-09,2025-06,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
Werhe SDS Max 50 mm – Wytrzymały wkrętak ze stali chromowo-wanadowej do pali i słupków – Kompatybilny z młotami wyburzeniowymi dla profesjonalistów i majsterkowiczów,4,37.0,4,0,2026-04,2026-05,other,sds_max,150.0,other|sds_max,,WRO5,1.0,WRO5
Przedłużka 200mm do wiertnic 1.1/4,3,36.0,3,0,2026-07,2026-08,extension,unc_1_1_4,200.0,extension|l200|unc_1_1_4,5PR1.1/4x200,WRO5,1.0,WRO5
WERHE Profi 20 x 600 mm SDS Plus płaski dłuto cegły dłuto płaskie szerokie dłuto,4,36.0,0,4,2025-10,2026-03,chisel_flat,sds_plus,600.0,chisel_flat|d20|l600|sds_plus,,XPO1,1.0,XPO1
Przedłużka 1180mm SDS Max do SDS Max,4,36.0,0,4,2026-07,2026-08,extension,sds_max,1180.0,extension|l1180|sds_max,5PR1180m-m,XPO1,1.0,XPO1
WERHE Profi SDS Plus Wiertło do betonu 25 x 460 mm Wiertło do młotów Wiertło do kamienia Wiertło do betonu,4,36.0,0,4,2024-09,2026-04,drill_bit,sds_plus,460.0,drill_bit|d25|l460|sds_plus,,XPO1,1.0,XPO1
Świder do Gleby 120D SDS Plus,1,36.0,0,1,2026-07,2026-07,auger,sds_plus,800.0,auger|sds_plus,1ZWG120dp,XPO1,1.0,XPO1
"WERHE Świder ziemny o średnicy 40 mm i długości 80 cm do wiercenia – wiertło do precyzyjnego kopania słupków ogrodzeniowych, sadzenia drzew, fundamentów i przepustów- z ostrzami z węglików spiekanych",1,36.0,0,1,2026-05,2026-05,auger,,800.0,auger|d40|l800,,XPO1,1.0,XPO1
Świder do Gleby 60D SDS MAX,1,36.0,0,1,2026-08,2026-08,auger,sds_max,800.0,auger|sds_max,1ZWG60Dm,XPO1,1.0,XPO1
Świder Do gleby 150D,1,35.0,0,1,2026-07,2026-07,auger,,800.0,auger,1WG150d,XPO1,1.0,XPO1
WERHE SDS Plus Wiertło do Betonu 16 x 600 mm Udarowe do Kamienia,3,35.0,0,3,2025-08,2025-10,drill_bit,sds_plus,600.0,drill_bit|d16|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS MAX 25 zębów dł. 300 mm, kwadrat 40 mm - do obróbki betonu i kamienia",3,35.0,3,0,2026-04,2026-05,chisel_bush,sds_max,300.0,chisel_bush|d40|l300|sds_max,,WRO5,1.0,WRO5
WERHE SDS Plus wiertło do betonu 16 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2,35.0,0,2,2024-10,2024-11,drill_bit,sds_plus,600.0,drill_bit|d16|l600|sds_plus,,XPO1,1.0,XPO1
Adapter HEX 8 mm na M14 Zewnętrzny,3,35.0,3,0,2026-07,2026-08,adapter,hex,150.0,adapter|hex|m14,4AHex-M14zew,WRO5,1.0,WRO5
WERHE® Bruzdownik Skrzydełkowy SDS MAX 60 x 400 mm - Dłuto kanałowe do młotowiertarki - Dłuto do kucia w cegle i betonie,6,35.0,0,6,2025-01,2026-03,chisel_gouge,sds_max,400.0,chisel_gouge|d60|l400|sds_max,,XPO1,1.0,XPO1
WERHE świder ziemny 150 mm z podwójną spiralą,2,35.0,0,2,2026-06,2026-06,auger,,800.0,auger|d150|dbl,,XPO1,1.0,XPO1
"WERHE® Groszkownik SDS Plus 25 zębów dł. 300 mm, kwadrat 40 mm – do obróbki betonu i kamienia",4,35.0,4,0,2026-03,2026-05,chisel_bush,sds_plus,300.0,chisel_bush|d40|l300|sds_plus,,WRO5,1.0,WRO5
"Max WERHE adapter SDS Max na SDS, przedłużka do wiertła 190 mm, ze stali",1,35.0,1,0,2026-06,2026-06,adapter,sds_max,190.0,adapter|sds_max,,WRO5,1.0,WRO5
"WERHE Adapter do uchwytu wiertarskiego SDS Plus 1/2-20UNF – adapter do wierteł do betonu, pił otwornic i wiertarek udarowych – Wysokiej jakości materiały zapewniają trwałość i wszechstronność",2,35.0,2,0,2026-03,2026-04,adapter,sds_plus,150.0,adapter|sds_plus|unf_1_2,,WRO5,1.0,WRO5
Groszkownik 300mm 40x40mm 25 zębów SDS MAX,2,35.0,2,0,2026-07,2026-08,chisel_bush,sds_max,40.0,chisel_bush|d40|l40|sds_max,6GR25x300m,WRO5,1.0,WRO5
"WERHE® Adapter 1 1/4” UNC ziemnego do wiertarki. Do połączenia wiertła rdzeniowego, wiertła rdzeniowego z wiertłem do pali.",6,34.0,6,0,2025-07,2026-01,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE świder ziemny Ø 80 mm z adaptera sześciokątnego, stal, do wiertarek",1,33.0,0,1,2026-06,2026-06,auger,hex,800.0,auger|d80|hex,,XPO1,1.0,XPO1
"WERHE ® Profesjonalny brzeszczot do piły szablastej do kamienia - C 305 mm S1243HM najmocniejszy brzeszczot do lisa – idealny do nacinania na ścianie w cegle, gazobetonie, drewnie – kompatybilny z",6,33.0,6,0,2024-08,2026-02,blade_recip,,305.0,blade_recip|S1243HM|l305,,WRO5,1.0,WRO5
"WERHE® Pobijak do kotew gruntowych HEX28 Ø13,5 mm 22x260 mm – Wytrzymała stal do prętów uziomowych i uziemień – Kompatybilny z młotami pneumatycznymi – Precyzyjne wbijanie dla profesjonalistów.",3,32.0,3,0,2026-03,2026-05,driver_rod,hex28,260.0,driver_rod|d13.5|l260|hex28,,WRO5,1.0,WRO5
"WERHE ® 13,5x22x145 Profesjonalny wkrętak do gwoździ Jack Hammer - Wkrętak do gwoździarki SDS Max",5,32.0,5,0,2024-06,2026-03,other,sds_max,145.0,other|sds_max,,WRO5,1.0,WRO5
"Profesjonalne dłuto szpadowe SDS Plus dłuto płaskie 50 x 600 mm dłuto szerokie, płaskie, szerokie dłuto",5,32.0,0,5,2024-09,2026-02,chisel_flat,sds_plus,600.0,chisel_flat|d50|l600|sds_plus,,XPO1,1.0,XPO1
WERHE Wiertło udarowe SDS Max do betonu 40 x 600 mm wiertło udarowe wiertło do betonu,3,32.0,0,3,2024-06,2024-06,drill_bit,sds_max,600.0,drill_bit|d40|l600|sds_max,,XPO1,1.0,XPO1
WERHE® SDS Max 55 mm wbijak do słupków – Do szybkiego wbijania palików Star-Pitch młotem wyburzeniowym – Wytrzymała konstrukcja ze stali chromowo-wanadowej,3,31.0,3,0,2026-04,2026-05,driver_pile,sds_max,150.0,driver_pile|d55|sds_max,,WRO5,1.0,WRO5
"Zestaw 35,50 x 410 Hex 30",5,31.0,0,5,2026-07,2026-07,other,hex30,410.0,other|hex30,3DB35x410h30;3DB50x410h30,XPO1,1.0,XPO1
"WERHE ® SDS Plus zestaw dłut 400 mm 3-częściowy 20, 50 mm dłuta",4,31.0,0,4,2024-06,2024-10,set_chisel,sds_plus,400.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
"Wiertarka WERHE z uchwytem SDS Max, wytrzymała wiertarka 100 mm, wiertło 100 mm",1,30.0,0,1,2025-09,2025-09,other,sds_max,100.0,other|sds_max,,XPO1,1.0,XPO1
"WERHE pobijak do uziomów SDS Max, średnica wewnętrzna 20,2 mm, 257 mm, stal",2,30.0,2,0,2026-06,2026-06,driver_rod,sds_max,257.0,driver_rod|d20.2|sds_max,,WRO5,1.0,WRO5
"WERHE adapter M14 do świdra ziemnego, stal hartowana",1,30.0,1,0,2026-06,2026-06,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE Wiertło do betonu SDS PLUS 12 x 600 mm – wiertło udarowe do betonu i cegły – 4 ostrza,3,30.0,0,3,2025-09,2025-11,drill_bit,sds_plus,600.0,drill_bit|d12|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE Świder ziemny do wiertarki z adapterem SDS Plus ⌀200 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",4,30.0,0,4,2025-02,2025-04,auger,sds_plus,800.0,auger|d200|l800|sds_plus,,XPO1,1.0,XPO1
"WERHE adapter do świdra ziemnego SDS Max, uchwyt 20 mm, stal",1,30.0,1,0,2026-06,2026-06,adapter,sds_max,150.0,adapter|sds_max|shank20,,WRO5,1.0,WRO5
WERHE adapter M14 na chwycie sześciokątnym do wkrętarki i wiertarki,1,30.0,1,0,2026-06,2026-06,adapter,hex,150.0,adapter|hex|m14,,WRO5,1.0,WRO5
"WERHE Świder glebowy do wiertarki 80 mm Ø, 250 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",5,30.0,5,0,2024-12,2026-04,auger,,250.0,auger|d80,,WRO5,1.0,WRO5
Adapter Mufa 1.1/4 do M18,2,30.0,2,0,2026-07,2026-07,adapter,m18,150.0,adapter|m18|unc_1_1_4,4A1.1/4-M18,WRO5,1.0,WRO5
Świder Ogrodowy 60X450,1,30.0,0,1,2026-07,2026-07,auger,,450.0,auger|d60|l450,1Wo60x450,XPO1,1.0,XPO1
Nożyki T225B,1,30.0,1,0,2026-08,2026-08,blade_jigsaw,,150.0,blade_jigsaw|T225B,7NT225B,WRO5,1.0,WRO5
"WERHE zestaw dłut SDS Plus, 400 mm, 3-częściowy",2,30.0,2,0,2026-06,2026-06,set_chisel,sds_plus,400.0,set_chisel|sds_plus|n3,,WRO5,1.0,WRO5
Świder do gleby 200H,3,30.0,0,3,2026-07,2026-08,auger,,800.0,auger,1WG200h,XPO1,1.0,XPO1
"WERHE 2 x brzeszczoty do wyrzynarki do drewna 250 mm T1044D Jumbo długie – szybkie cięcie grubych warstw – kompatybilne z wyrzynarkami Bosch, Makita",1,30.0,1,0,2026-04,2026-04,blade_jigsaw,,250.0,blade_jigsaw|T1044D|l250|n2,,WRO5,1.0,WRO5
"WERHE SDS Plus zestaw dłut 600 mm, 3-częściowy dłuto, 25, 50 mm, ostrze ze stali hartowanej, metalowy uchwyt, narzędzie do rozbiórki",3,30.0,0,3,2026-03,2026-03,set_chisel,sds_plus,600.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
"WERHE groszkownik SDS Plus 16 zębów, 140 mm, do betonu, granit i kamień",1,30.0,1,0,2026-06,2026-06,chisel_bush,sds_plus,140.0,chisel_bush|d140|sds_plus,,WRO5,1.0,WRO5
WERHE Profesjonalne wiertło do betonu SDS Plus 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,1,30.0,0,1,2024-06,2024-06,drill_bit,sds_plus,460.0,drill_bit|d16|l460|sds_plus,,XPO1,1.0,XPO1
"WERHE® Adapter do diamentowych wierteł rdzeniowych - 1 1/4"" cala UNC na HEX - do wkrętarek akumulatorowych - dodatkowo z gwintem wewnętrznym 1/2˝ BSPP",3,30.0,3,0,2025-12,2026-01,adapter,hex,150.0,adapter|hex|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE świder ziemny 60 x 450 mm do wkrętarki i wiertarki, świder ogrodowy",1,30.0,0,1,2026-06,2026-06,auger,,450.0,auger|d60|l450,,XPO1,1.0,XPO1
WERKON 5 x brzeszczot do wyrzynarki WERKON 152 mm trzpień T T344D ekstra długie brzeszczoty do wyrzynarki,2,30.0,2,0,2025-01,2025-11,blade_jigsaw,,152.0,blade_jigsaw|T344D|l152|n5,,WRO5,1.0,WRO5
Pobijak SDS Max 50x70x220 mm,2,30.0,2,0,2026-08,2026-08,driver_rod,sds_max,70.0,driver_rod|d50|l70|sds_max,6PO50x220m,WRO5,1.0,WRO5
"WERHE świder ziemny 80 x 450 mm do wkrętarki i wiertarki, świder ogrodowy",1,30.0,1,0,2026-06,2026-06,auger,,450.0,auger|d80|l450,,WRO5,1.0,WRO5
WERHE Profesjonalne wiertło SDS Plus do betonu 12 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2,30.0,0,2,2024-08,2025-02,drill_bit,sds_plus,460.0,drill_bit|d12|l460|sds_plus,,XPO1,1.0,XPO1
WERHE Przedłużka M14 120 mm – do szlifierek kątowych i polerek – dociera do trudno dostępnych miejsc – wykonana z wytrzymałej stali,1,30.0,1,0,2026-04,2026-04,extension,m14,120.0,extension|l120|m14,,WRO5,1.0,WRO5
WERHE ® Profesjonalny adapter świder do Stihl BT 106°C BT 120°C BT 121 BT 130 BT 131 wiertło biegunowe,1,30.0,1,0,2024-07,2024-07,adapter,,150.0,adapter,,WRO5,1.0,WRO5
WERHE sworzeń szybkiej wymiany z zawleczką do świdra ziemnego,1,30.0,1,0,2026-06,2026-06,pin,,150.0,pin,,WRO5,1.0,WRO5
"WERHE przedłużka świdra ziemnego 1000 mm, stal, 20 mm uchwyt z zawleczką",1,30.0,0,1,2026-06,2026-06,extension,shank20,1000.0,extension|l1000|shank20,,XPO1,1.0,XPO1
"WERHE płyta ubijająca HEX30 do młota wyburzeniowego, 150x150 mm",2,30.0,2,0,2026-06,2026-06,tamper,hex30,150.0,tamper|d150|l150|hex30,,WRO5,1.0,WRO5
Groszkownik 140mm 16 zębów SDS Plus kwadratowy,2,30.0,2,0,2026-07,2026-07,chisel_bush,sds_plus,140.0,chisel_bush|d140|sds_plus,6GR16x140p,WRO5,1.0,WRO5
Adapter WERHE® do wierteł diamentowych wiertło koronowe wiertło koronowe - 1 1/4 cala UNC na SDS Max - dodatkowo z gwintem wewnętrznym 1/2 cala,3,30.0,3,0,2024-08,2025-08,adapter,sds_max,150.0,adapter|sds_max|unc_1_1_4,,WRO5,1.0,WRO5
WERKON Profesjonalny adapter ślimakowy do wiertarki Stihl BT 106 BT 120 BT 121 BT 130 BT 131 biegun,3,30.0,3,0,2025-08,2025-09,adapter,,150.0,adapter,,WRO5,1.0,WRO5
